state,race_ethnicity,education,household_income,n
TN,Caucasian,Highschool diploma,$35k - $70k: middle class,2750
TN,Caucasian,Highschool diploma,$70 - $150k: upper middle class,3322
TN,Caucasian,No highschool diploma,$0 - $15k: living in poverty,3885
TN,Caucasian,No highschool diploma,$150k+ : upper class,4260
TN,Caucasian,No highschool diploma,$15k - $35k: low income,6897
TN,Caucasian,No highschool diploma,$35k - $70k: middle class,9490
TN,Caucasian,No highschool diploma,$70 - $150k: upper middle class,9273
TN,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,365
TN,Caucasian,Undergraduate degree,$150k+ : upper class,1865
TN,Caucasian,Undergraduate degree,$15k - $35k: low income,763
TN,Caucasian,Undergraduate degree,$35k - $70k: middle class,1882
TN,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,3037
TN,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,35
TN,Not Caucasian,Graduate degree or more,$150k+ : upper class,204
TN,Not Caucasian,Graduate degree or more,$15k - $35k: low income,58
TN,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,183
TN,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,259
TN,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,236
TN,Not Caucasian,Highschool diploma,$150k+ : upper class,353
TN,Not Caucasian,Highschool diploma,$15k - $35k: low income,430
TN,Not Caucasian,Highschool diploma,$35k - $70k: middle class,561
TN,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,504
TN,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1534
TN,Not Caucasian,No highschool diploma,$150k+ : upper class,970
TN,Not Caucasian,No highschool diploma,$15k - $35k: low income,1883
TN,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1944
TN,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1518
TN,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,105
TN,Not Caucasian,Undergraduate degree,$150k+ : upper class,209
TN,Not Caucasian,Undergraduate degree,$15k - $35k: low income,139
TN,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,302
TN,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,394
TX,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,492
TX,Caucasian,Graduate degree or more,$150k+ : upper class,6690
TX,Caucasian,Graduate degree or more,$15k - $35k: low income,876
TX,Caucasian,Graduate degree or more,$35k - $70k: middle class,2752
TX,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,5930
TX,Caucasian,Highschool diploma,$0 - $15k: living in poverty,2934
TX,Caucasian,Highschool diploma,$150k+ : upper class,6923
TX,Caucasian,Highschool diploma,$15k - $35k: low income,5288
TX,Caucasian,Highschool diploma,$35k - $70k: middle class,9645
TX,Caucasian,Highschool diploma,$70 - $150k: upper middle class,12302
TX,Caucasian,No highschool diploma,$0 - $15k: living in poverty,12016
TX,Caucasian,No highschool diploma,$150k+ : upper class,19952
TX,Caucasian,No highschool diploma,$15k - $35k: low income,22618
TX,Caucasian,No highschool diploma,$35k - $70k: middle class,32335
TX,Caucasian,No highschool diploma,$70 - $150k: upper middle class,34757
TX,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,1289
TX,Caucasian,Undergraduate degree,$150k+ : upper class,9899
TX,Caucasian,Undergraduate degree,$15k - $35k: low income,2511
TX,Caucasian,Undergraduate degree,$35k - $70k: middle class,6648
TX,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,11851
TX,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,236
TX,Not Caucasian,Graduate degree or more,$150k+ : upper class,1915
TX,Not Caucasian,Graduate degree or more,$15k - $35k: low income,329
TX,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,845
TX,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1705
TX,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,1004
TX,Not Caucasian,Highschool diploma,$150k+ : upper class,1811
TX,Not Caucasian,Highschool diploma,$15k - $35k: low income,1711
TX,Not Caucasian,Highschool diploma,$35k - $70k: middle class,2605
TX,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,2867
TX,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,5039
TX,Not Caucasian,No highschool diploma,$150k+ : upper class,6481
TX,Not Caucasian,No highschool diploma,$15k - $35k: low income,7843
TX,Not Caucasian,No highschool diploma,$35k - $70k: middle class,9863
TX,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,8863
TX,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,513
TX,Not Caucasian,Undergraduate degree,$150k+ : upper class,1716
TX,Not Caucasian,Undergraduate degree,$15k - $35k: low income,737
TX,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,1756
TX,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,2553
UT,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,52
UT,Caucasian,Graduate degree or more,$150k+ : upper class,801
UT,Caucasian,Graduate degree or more,$15k - $35k: low income,108
UT,Caucasian,Graduate degree or more,$35k - $70k: middle class,353
UT,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,950
UT,Caucasian,Highschool diploma,$0 - $15k: living in poverty,446
UT,Caucasian,Highschool diploma,$150k+ : upper class,1210
UT,Caucasian,Highschool diploma,$15k - $35k: low income,694
UT,Caucasian,Highschool diploma,$35k - $70k: middle class,1463
UT,Caucasian,Highschool diploma,$70 - $150k: upper middle class,2189
UT,Caucasian,No highschool diploma,$0 - $15k: living in poverty,817
UT,Caucasian,No highschool diploma,$150k+ : upper class,3010
UT,Caucasian,No highschool diploma,$15k - $35k: low income,1570
UT,Caucasian,No highschool diploma,$35k - $70k: middle class,4048
UT,Caucasian,No highschool diploma,$70 - $150k: upper middle class,6171
UT,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,140
UT,Caucasian,Undergraduate degree,$150k+ : upper class,1009
UT,Caucasian,Undergraduate degree,$15k - $35k: low income,330
UT,Caucasian,Undergraduate degree,$35k - $70k: middle class,984
UT,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,1855
UT,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,14
UT,Not Caucasian,Graduate degree or more,$150k+ : upper class,57
UT,Not Caucasian,Graduate degree or more,$15k - $35k: low income,16
UT,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,26
UT,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,70
UT,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,58
UT,Not Caucasian,Highschool diploma,$150k+ : upper class,127
UT,Not Caucasian,Highschool diploma,$15k - $35k: low income,66
UT,Not Caucasian,Highschool diploma,$35k - $70k: middle class,151
UT,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,161
UT,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,236
UT,Not Caucasian,No highschool diploma,$150k+ : upper class,349
UT,Not Caucasian,No highschool diploma,$15k - $35k: low income,322
UT,Not Caucasian,No highschool diploma,$35k - $70k: middle class,697
UT,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,721
UT,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,24
UT,Not Caucasian,Undergraduate degree,$150k+ : upper class,65
UT,Not Caucasian,Undergraduate degree,$15k - $35k: low income,32
UT,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,81
UT,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,130
VA,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,162
VA,Caucasian,Graduate degree or more,$150k+ : upper class,4581
VA,Caucasian,Graduate degree or more,$15k - $35k: low income,307
VA,Caucasian,Graduate degree or more,$35k - $70k: middle class,1023
VA,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,3056
VA,Caucasian,Highschool diploma,$0 - $15k: living in poverty,825
VA,Caucasian,Highschool diploma,$150k+ : upper class,2536
VA,Caucasian,Highschool diploma,$15k - $35k: low income,1144
VA,Caucasian,Highschool diploma,$35k - $70k: middle class,2433
VA,Caucasian,Highschool diploma,$70 - $150k: upper middle class,3492
VA,Caucasian,No highschool diploma,$0 - $15k: living in poverty,2383
VA,Caucasian,No highschool diploma,$150k+ : upper class,7338
VA,Caucasian,No highschool diploma,$15k - $35k: low income,4208
VA,Caucasian,No highschool diploma,$35k - $70k: middle class,7250
VA,Caucasian,No highschool diploma,$70 - $150k: upper middle class,9517
VA,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,398
VA,Caucasian,Undergraduate degree,$150k+ : upper class,4225
VA,Caucasian,Undergraduate degree,$15k - $35k: low income,752
VA,Caucasian,Undergraduate degree,$35k - $70k: middle class,2016
VA,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,4273
VA,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,66
VA,Not Caucasian,Graduate degree or more,$150k+ : upper class,1088
VA,Not Caucasian,Graduate degree or more,$15k - $35k: low income,118
VA,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,310
VA,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,794
VA,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,331
VA,Not Caucasian,Highschool diploma,$150k+ : upper class,877
VA,Not Caucasian,Highschool diploma,$15k - $35k: low income,528
VA,Not Caucasian,Highschool diploma,$35k - $70k: middle class,943
VA,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,1106
VA,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1580
VA,Not Caucasian,No highschool diploma,$150k+ : upper class,3204
VA,Not Caucasian,No highschool diploma,$15k - $35k: low income,2178
VA,Not Caucasian,No highschool diploma,$35k - $70k: middle class,3156
VA,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,3364
VA,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,148
VA,Not Caucasian,Undergraduate degree,$150k+ : upper class,970
VA,Not Caucasian,Undergraduate degree,$15k - $35k: low income,249
VA,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,615
VA,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,1211
VT,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,30
VT,Caucasian,Graduate degree or more,$150k+ : upper class,198
VT,Caucasian,Graduate degree or more,$15k - $35k: low income,63
VT,Caucasian,Graduate degree or more,$35k - $70k: middle class,163
VT,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,313
VT,Caucasian,Highschool diploma,$0 - $15k: living in poverty,93
VT,Caucasian,Highschool diploma,$150k+ : upper class,234
VT,Caucasian,Highschool diploma,$15k - $35k: low income,167
VT,Caucasian,Highschool diploma,$35k - $70k: middle class,297
VT,Caucasian,Highschool diploma,$70 - $150k: upper middle class,337
VT,Caucasian,No highschool diploma,$0 - $15k: living in poverty,325
VT,Caucasian,No highschool diploma,$150k+ : upper class,461
VT,Caucasian,No highschool diploma,$15k - $35k: low income,537
VT,Caucasian,No highschool diploma,$35k - $70k: middle class,841
VT,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1017
VT,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,65
VT,Caucasian,Undergraduate degree,$150k+ : upper class,207
VT,Caucasian,Undergraduate degree,$15k - $35k: low income,148
VT,Caucasian,Undergraduate degree,$35k - $70k: middle class,244
VT,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,434
VT,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,4
VT,Not Caucasian,Graduate degree or more,$150k+ : upper class,14
VT,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,2
VT,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,10
VT,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,3
VT,Not Caucasian,Highschool diploma,$150k+ : upper class,23
VT,Not Caucasian,Highschool diploma,$15k - $35k: low income,4
VT,Not Caucasian,Highschool diploma,$35k - $70k: middle class,10
VT,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,4
VT,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,11
VT,Not Caucasian,No highschool diploma,$150k+ : upper class,39
VT,Not Caucasian,No highschool diploma,$15k - $35k: low income,16
VT,Not Caucasian,No highschool diploma,$35k - $70k: middle class,39
VT,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,35
VT,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,5
VT,Not Caucasian,Undergraduate degree,$150k+ : upper class,14
VT,Not Caucasian,Undergraduate degree,$15k - $35k: low income,6
VT,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,13
VT,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,10
WA,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,176
WA,Caucasian,Graduate degree or more,$150k+ : upper class,2546
WA,Caucasian,Graduate degree or more,$15k - $35k: low income,352
WA,Caucasian,Graduate degree or more,$35k - $70k: middle class,1001
WA,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,2205
WA,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1004
WA,Caucasian,Highschool diploma,$150k+ : upper class,2853
WA,Caucasian,Highschool diploma,$15k - $35k: low income,1587
WA,Caucasian,Highschool diploma,$35k - $70k: middle class,3349
WA,Caucasian,Highschool diploma,$70 - $150k: upper middle class,4408
WA,Caucasian,No highschool diploma,$0 - $15k: living in poverty,2331
WA,Caucasian,No highschool diploma,$150k+ : upper class,6114
WA,Caucasian,No highschool diploma,$15k - $35k: low income,4044
WA,Caucasian,No highschool diploma,$35k - $70k: middle class,7321
WA,Caucasian,No highschool diploma,$70 - $150k: upper middle class,9514
WA,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,423
WA,Caucasian,Undergraduate degree,$150k+ : upper class,3347
WA,Caucasian,Undergraduate degree,$15k - $35k: low income,905
WA,Caucasian,Undergraduate degree,$35k - $70k: middle class,2079
WA,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,3950
WA,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,51
WA,Not Caucasian,Graduate degree or more,$150k+ : upper class,809
WA,Not Caucasian,Graduate degree or more,$15k - $35k: low income,78
WA,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,208
WA,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,469
WA,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,303
WA,Not Caucasian,Highschool diploma,$150k+ : upper class,663
WA,Not Caucasian,Highschool diploma,$15k - $35k: low income,390
WA,Not Caucasian,Highschool diploma,$35k - $70k: middle class,664
WA,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,883
WA,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,934
WA,Not Caucasian,No highschool diploma,$150k+ : upper class,2116
WA,Not Caucasian,No highschool diploma,$15k - $35k: low income,1481
WA,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2552
WA,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,2764
WA,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,141
WA,Not Caucasian,Undergraduate degree,$150k+ : upper class,762
WA,Not Caucasian,Undergraduate degree,$15k - $35k: low income,209
WA,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,422
WA,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,817
WI,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,86
WI,Caucasian,Graduate degree or more,$150k+ : upper class,1306
WI,Caucasian,Graduate degree or more,$15k - $35k: low income,208
WI,Caucasian,Graduate degree or more,$35k - $70k: middle class,642
WI,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1496
WI,Caucasian,Highschool diploma,$0 - $15k: living in poverty,737
WI,Caucasian,Highschool diploma,$150k+ : upper class,1646
WI,Caucasian,Highschool diploma,$15k - $35k: low income,1405
WI,Caucasian,Highschool diploma,$35k - $70k: middle class,3030
WI,Caucasian,Highschool diploma,$70 - $150k: upper middle class,4339
WI,Caucasian,No highschool diploma,$0 - $15k: living in poverty,2278
WI,Caucasian,No highschool diploma,$150k+ : upper class,4575
WI,Caucasian,No highschool diploma,$15k - $35k: low income,4959
WI,Caucasian,No highschool diploma,$35k - $70k: middle class,9266
WI,Caucasian,No highschool diploma,$70 - $150k: upper middle class,10803
WI,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,288
WI,Caucasian,Undergraduate degree,$150k+ : upper class,1722
WI,Caucasian,Undergraduate degree,$15k - $35k: low income,700
WI,Caucasian,Undergraduate degree,$35k - $70k: middle class,1799
WI,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,3253
WI,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,21
WI,Not Caucasian,Graduate degree or more,$150k+ : upper class,79
WI,Not Caucasian,Graduate degree or more,$15k - $35k: low income,23
WI,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,65
WI,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,102
WI,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,129
WI,Not Caucasian,Highschool diploma,$150k+ : upper class,205
WI,Not Caucasian,Highschool diploma,$15k - $35k: low income,144
WI,Not Caucasian,Highschool diploma,$35k - $70k: middle class,218
WI,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,183
WI,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,546
WI,Not Caucasian,No highschool diploma,$150k+ : upper class,690
WI,Not Caucasian,No highschool diploma,$15k - $35k: low income,713
WI,Not Caucasian,No highschool diploma,$35k - $70k: middle class,946
WI,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,811
WI,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,21
WI,Not Caucasian,Undergraduate degree,$150k+ : upper class,95
WI,Not Caucasian,Undergraduate degree,$15k - $35k: low income,47
WI,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,92
WI,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,165
WV,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,37
WV,Caucasian,Graduate degree or more,$150k+ : upper class,281
WV,Caucasian,Graduate degree or more,$15k - $35k: low income,74
WV,Caucasian,Graduate degree or more,$35k - $70k: middle class,253
WV,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,513
WV,Caucasian,Highschool diploma,$0 - $15k: living in poverty,330
WV,Caucasian,Highschool diploma,$150k+ : upper class,377
WV,Caucasian,Highschool diploma,$15k - $35k: low income,511
WV,Caucasian,Highschool diploma,$35k - $70k: middle class,772
WV,Caucasian,Highschool diploma,$70 - $150k: upper middle class,854
WV,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1639
WV,Caucasian,No highschool diploma,$150k+ : upper class,1164
WV,Caucasian,No highschool diploma,$15k - $35k: low income,2582
WV,Caucasian,No highschool diploma,$35k - $70k: middle class,3201
WV,Caucasian,No highschool diploma,$70 - $150k: upper middle class,2682
WV,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,99
WV,Caucasian,Undergraduate degree,$150k+ : upper class,276
WV,Caucasian,Undergraduate degree,$15k - $35k: low income,231
WV,Caucasian,Undergraduate degree,$35k - $70k: middle class,459
WV,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,676
WV,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,5
WV,Not Caucasian,Graduate degree or more,$150k+ : upper class,22
WV,Not Caucasian,Graduate degree or more,$15k - $35k: low income,7
WV,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,13
WV,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,20
WV,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,30
WV,Not Caucasian,Highschool diploma,$150k+ : upper class,50
WV,Not Caucasian,Highschool diploma,$15k - $35k: low income,47
WV,Not Caucasian,Highschool diploma,$35k - $70k: middle class,29
WV,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,28
WV,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,132
WV,Not Caucasian,No highschool diploma,$150k+ : upper class,181
WV,Not Caucasian,No highschool diploma,$15k - $35k: low income,163
WV,Not Caucasian,No highschool diploma,$35k - $70k: middle class,119
WV,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,109
WV,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,16
WV,Not Caucasian,Undergraduate degree,$150k+ : upper class,17
WV,Not Caucasian,Undergraduate degree,$15k - $35k: low income,25
WV,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,16
WV,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,26
WY,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,10
WY,Caucasian,Graduate degree or more,$150k+ : upper class,98
WY,Caucasian,Graduate degree or more,$15k - $35k: low income,27
WY,Caucasian,Graduate degree or more,$35k - $70k: middle class,79
WY,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,167
WY,Caucasian,Highschool diploma,$0 - $15k: living in poverty,112
WY,Caucasian,Highschool diploma,$150k+ : upper class,186
WY,Caucasian,Highschool diploma,$15k - $35k: low income,178
WY,Caucasian,Highschool diploma,$35k - $70k: middle class,353
WY,Caucasian,Highschool diploma,$70 - $150k: upper middle class,394
WY,Caucasian,No highschool diploma,$0 - $15k: living in poverty,229
WY,Caucasian,No highschool diploma,$150k+ : upper class,401
WY,Caucasian,No highschool diploma,$15k - $35k: low income,450
WY,Caucasian,No highschool diploma,$35k - $70k: middle class,814
WY,Caucasian,No highschool diploma,$70 - $150k: upper middle class,965
WY,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,40
WY,Caucasian,Undergraduate degree,$150k+ : upper class,135
WY,Caucasian,Undergraduate degree,$15k - $35k: low income,78
WY,Caucasian,Undergraduate degree,$35k - $70k: middle class,179
WY,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,246
WY,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,2
WY,Not Caucasian,Graduate degree or more,$150k+ : upper class,1
WY,Not Caucasian,Graduate degree or more,$15k - $35k: low income,1
WY,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,5
WY,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,6
WY,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,11
WY,Not Caucasian,Highschool diploma,$150k+ : upper class,13
WY,Not Caucasian,Highschool diploma,$15k - $35k: low income,24
WY,Not Caucasian,Highschool diploma,$35k - $70k: middle class,27
WY,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,37
WY,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,59
WY,Not Caucasian,No highschool diploma,$150k+ : upper class,32
WY,Not Caucasian,No highschool diploma,$15k - $35k: low income,89
WY,Not Caucasian,No highschool diploma,$35k - $70k: middle class,122
WY,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,129
WY,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,6
WY,Not Caucasian,Undergraduate degree,$150k+ : upper class,9
WY,Not Caucasian,Undergraduate degree,$15k - $35k: low income,5
WY,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,7
WY,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,14
