vote_2020,race_ethnicity,household_income,education,state,vote_trump,vote_biden
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,FL,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,No highschool diploma,CA,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,AZ,1,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,NY,1,0
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,0
I am not sure/don't know,Not Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,TX,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,FL,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
I am not sure/don't know,Caucasian,$15k - $35k: low income,No highschool diploma,OH,0,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CO,0,1
I am not sure/don't know,Not Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,FL,0,1
Someone else,Caucasian,$15k - $35k: low income,No highschool diploma,CA,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,MD,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,KY,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,CA,0,1
I am not sure/don't know,Caucasian,$150k+ : upper class,Highschool diploma,TX,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NY,1,0
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,NC,0,1
Someone else,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,OH,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Graduate degree or more,OH,1,0
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,IL,0,0
Donald Trump,Not Caucasian,$35k - $70k: middle class,Highschool diploma,TX,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,1
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,IL,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,NC,1,0
Joe Biden,Caucasian,$150k+ : upper class,Undergraduate degree,IA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,CA,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,GA,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,1
Donald Trump,Not Caucasian,$15k - $35k: low income,Highschool diploma,AZ,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,SC,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,OH,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,VA,0,1
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,IN,0,1
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,GA,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,MA,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,MD,1,0
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,MO,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,OH,1,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,NC,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Undergraduate degree,WI,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,IL,0,1
Someone else,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,0
I would not vote,Not Caucasian,$150k+ : upper class,Undergraduate degree,NY,0,0
Joe Biden,Not Caucasian,$15k - $35k: low income,No highschool diploma,HI,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,NY,1,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,CA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,No highschool diploma,MO,1,0
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,MI,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,IL,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,NY,1,0
I would not vote,Not Caucasian,$70 - $150k: upper middle class,No highschool diploma,AR,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,OH,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,NV,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,NC,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,PA,0,0
Joe Biden,Not Caucasian,$150k+ : upper class,Graduate degree or more,MS,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,MI,0,1
I would not vote,Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,0
Someone else,Caucasian,$0 - $15k: living in poverty,Highschool diploma,MO,0,0
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,AZ,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,MI,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,IL,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,OK,0,1
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,CA,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,LA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TX,1,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,No highschool diploma,CA,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,TX,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,TX,0,1
Someone else,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,OR,0,0
I am not sure/don't know,Caucasian,$0 - $15k: living in poverty,Highschool diploma,AZ,0,0
I am not sure/don't know,Caucasian,$0 - $15k: living in poverty,Highschool diploma,FL,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,IN,1,0
I would not vote,Caucasian,$0 - $15k: living in poverty,Highschool diploma,WA,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,MN,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,WV,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,KS,1,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,KY,0,1
Joe Biden,Caucasian,$150k+ : upper class,Highschool diploma,TX,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,OK,0,1
I would not vote,Not Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,1
I am not sure/don't know,Not Caucasian,$35k - $70k: middle class,Highschool diploma,NY,0,0
Someone else,Not Caucasian,$35k - $70k: middle class,Highschool diploma,CA,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,PA,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,WI,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,No highschool diploma,GA,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Undergraduate degree,OH,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,OH,1,0
Joe Biden,Caucasian,$150k+ : upper class,Graduate degree or more,NJ,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,ID,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Donald Trump,Not Caucasian,$0 - $15k: living in poverty,No highschool diploma,TX,1,0
Donald Trump,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,TX,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,WV,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,PA,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,NC,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,VA,0,1
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,NY,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$150k+ : upper class,Undergraduate degree,VA,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,IL,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,NC,1,0
Joe Biden,Caucasian,$150k+ : upper class,Graduate degree or more,FL,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,MA,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,GA,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,NY,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,KY,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,AZ,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,NY,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,FL,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,TX,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,WI,0,1
I would not vote,Caucasian,$15k - $35k: low income,Highschool diploma,WA,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,FL,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,CA,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,FL,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,ID,0,1
Joe Biden,Caucasian,$0 - $15k: living in poverty,Graduate degree or more,NY,0,1
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CT,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NC,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
I am not sure/don't know,Caucasian,$35k - $70k: middle class,Highschool diploma,NV,0,0
Joe Biden,Caucasian,$150k+ : upper class,Highschool diploma,CA,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,IA,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Graduate degree or more,NJ,0,1
I am not sure/don't know,Caucasian,$0 - $15k: living in poverty,Highschool diploma,TX,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,UT,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,CA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,CT,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,NV,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,OH,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,MN,0,1
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,MS,0,0
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
Joe Biden,Caucasian,$0 - $15k: living in poverty,Undergraduate degree,KY,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,CA,1,0
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,NY,1,0
Donald Trump,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,FL,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,TX,1,0
I would not vote,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,OR,0,1
Donald Trump,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NJ,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,IA,1,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,0
I would not vote,Not Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,NJ,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,CA,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Highschool diploma,SC,1,0
I would not vote,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,HI,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Undergraduate degree,TX,1,0
I am not sure/don't know,Not Caucasian,$15k - $35k: low income,Highschool diploma,CA,0,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TX,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,AZ,1,0
Donald Trump,Caucasian,$150k+ : upper class,Graduate degree or more,IN,1,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,NJ,0,1
Someone else,Caucasian,$15k - $35k: low income,Highschool diploma,FL,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NC,0,1
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,TX,1,0
Donald Trump,Caucasian,$150k+ : upper class,Undergraduate degree,CA,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,LA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,NJ,0,1
Donald Trump,Caucasian,$35k - $70k: middle class,Graduate degree or more,MT,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,OH,1,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,CA,1,0
Donald Trump,Caucasian,$35k - $70k: middle class,Undergraduate degree,MN,1,0
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,KS,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,MD,1,0
Joe Biden,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,AL,0,1
Joe Biden,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,MN,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,CA,0,1
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,TX,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Highschool diploma,MD,0,1
Donald Trump,Caucasian,$15k - $35k: low income,No highschool diploma,AL,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,FL,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Undergraduate degree,CA,0,1
Joe Biden,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,TX,0,1
Donald Trump,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,AR,1,0
Someone else,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,IL,0,0
Joe Biden,Not Caucasian,$70 - $150k: upper middle class,Highschool diploma,CA,0,1
I am not sure/don't know,Caucasian,$70 - $150k: upper middle class,Graduate degree or more,FL,0,0
I would not vote,Caucasian,$70 - $150k: upper middle class,Highschool diploma,PA,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,IL,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,NJ,0,1
I am not sure/don't know,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,NV,0,0
I would not vote,Caucasian,$15k - $35k: low income,No highschool diploma,FL,0,0
I would not vote,Caucasian,$0 - $15k: living in poverty,No highschool diploma,SC,0,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,NY,0,1
Donald Trump,Not Caucasian,$35k - $70k: middle class,Undergraduate degree,MA,1,0
Donald Trump,Caucasian,$15k - $35k: low income,Highschool diploma,FL,1,0
Joe Biden,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NJ,0,1
Donald Trump,Caucasian,$0 - $15k: living in poverty,No highschool diploma,TX,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Undergraduate degree,SD,1,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,Highschool diploma,WI,1,0
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Undergraduate degree,CA,0,1
Donald Trump,Not Caucasian,$15k - $35k: low income,No highschool diploma,TX,1,0
Donald Trump,Not Caucasian,$15k - $35k: low income,Highschool diploma,MN,1,0
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,PA,0,0
Joe Biden,Caucasian,$35k - $70k: middle class,Undergraduate degree,NV,0,1
Joe Biden,Caucasian,$0 - $15k: living in poverty,Undergraduate degree,IL,0,1
Joe Biden,Not Caucasian,$15k - $35k: low income,Highschool diploma,GA,0,1
I am not sure/don't know,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NY,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Graduate degree or more,AL,1,0
Joe Biden,Caucasian,$15k - $35k: low income,Highschool diploma,NY,0,1
Joe Biden,Caucasian,$15k - $35k: low income,Undergraduate degree,KS,0,1
I would not vote,Not Caucasian,$0 - $15k: living in poverty,Highschool diploma,IN,0,0
I would not vote,Not Caucasian,$15k - $35k: low income,Highschool diploma,NC,0,0
Donald Trump,Caucasian,$70 - $150k: upper middle class,No highschool diploma,TX,1,0
Joe Biden,Caucasian,$35k - $70k: middle class,Highschool diploma,AZ,0,1
I am not sure/don't know,Caucasian,$15k - $35k: low income,Highschool diploma,IA,0,0
Donald Trump,Caucasian,$0 - $15k: living in poverty,Highschool diploma,NJ,1,0
I would not vote,Caucasian,$15k - $35k: low income,No highschool diploma,TN,0,0
Joe Biden,Caucasian,$70 - $150k: upper middle class,Highschool diploma,MO,0,1
Joe Biden,Not Caucasian,$0 - $15k: living in poverty,Undergraduate degree,CA,0,1
